pertanyaan,jawaban
apa isi dari pasal 48 ayat (0) huruf c,isi dari pasal tersebut adalah: diterima sebagai kebijakan korporasi;
apa isi dari pasal 48 ayat (0) huruf d,"isi dari pasal tersebut adalah: korporasi tidak melakukan langkah-langkah yang diperlukan untuk melakukan pencegahan, mencegah dampak yang lebih besar dan memastikan kepatuhan terhadap ketentuan hukum yang berlaku guna menghindari terjadinya tindak pidana; dan/ atau"
apa isi dari pasal 48 ayat (0) huruf e,isi dari pasal tersebut adalah: korporasi membiarkan terjadinya tindak pidana.
apa isi dari pasal 49 ayat (0) huruf 0,"isi dari pasal tersebut adalah: pertanggunglawaban atas tindak pidana oleh korporasi sebagaimana dimaksud dalam pasal 48 dikenakan terhadap korporasi, pengurus yang mempunyai kedudukan fungsional, pemberi perintah, pemegang kendali, dan/ atau pemilik manfaat korporasi."
apa isi dari pasal 50 ayat (0) huruf 0,"isi dari pasal tersebut adalah: alasan pembenar dan alasan pemaaf yang dapat diajukan oleh pengurus yang mempunyai kedudukan fungsional, pemberi perintah, pemegang kendali, dan/ atau pemilik manfaat korporasi dapat juga diajukan oleh korporasi sepanjang alasan tersebut berhubungan langsung dengan tindak pidana yang didakwakan kepada korporasi."
apa isi dari pasal 51 ayat (0) huruf 0,isi dari pasal tersebut adalah: pemidanaan bertujuan:
apa isi dari pasal 51 ayat (0) huruf a,isi dari pasal tersebut adalah: mencegah dilakukannya tindak pidana dengan menegakkan norma hukum demi pelindungan dan pengayoman masyarakat;
apa isi dari pasal 51 ayat (0) huruf b,isi dari pasal tersebut adalah: memasyaralatkan terpidana dengan mengadalan pembinaan dan pembimbingan agar menjadi orang yang baik dan berguna;
apa isi dari pasal 51 ayat (0) huruf c,"isi dari pasal tersebut adalah: menyelesaikan konflik yang ditimbulkan akibat tindak pidana, memulihkan keseimbangan, serta mendatangkan rasa arnan dan damai dalam masyarakat; dan"
apa isi dari pasal 51 ayat (0) huruf d,isi dari pasal tersebut adalah: menumbuhkan rasa penyesalan dan membebaskan rasa bersalah pada terpidana.
apa isi dari pasal 52 ayat (0) huruf 0,isi dari pasal tersebut adalah: pemidanaan tidak dimaksudkan untuk merendahkan martabat manusia.
apa isi dari pasal 53 ayat (1) huruf 0,"isi dari pasal tersebut adalah: dalam mengadili suatu perkara pidana, hakim wajib menegakkan hukum dan keadilan."
apa isi dari pasal 53 ayat (2) huruf 0,"isi dari pasal tersebut adalah: jika dalam menegakkan hukum dan keadilan sebagaimana dimaksud pada ayat (1) terdapat pertentangan antara kepastian hukum dan keadilan, hakim wajib mengutamakan keadilan."
apa isi dari pasal 54 ayat (1) huruf 0,isi dari pasal tersebut adalah: dalam pemidanaan wajib dipertimbangkan:
apa isi dari pasal 54 ayat (1) huruf a,isi dari pasal tersebut adalah: bentuk kesalahan pelaku tindak pidana;
apa isi dari pasal 54 ayat (1) huruf b,isi dari pasal tersebut adalah: motif dan tujuan melakukan tindak pidana;
apa isi dari pasal 54 ayat (1) huruf c,isi dari pasal tersebut adalah: sikap batin pelaku tindak pidana;
apa isi dari pasal 54 ayat (1) huruf d,isi dari pasal tersebut adalah: tindak pidana dilakukan dengan direncanakan atau tidak direncanakan;
apa isi dari pasal 54 ayat (1) huruf e,isi dari pasal tersebut adalah: cara melakukan tindak pidana;
apa isi dari pasal 54 ayat (1) huruf f,isi dari pasal tersebut adalah: sikap dan tindakan pelaku sesudah melakukan tindak pidana;
apa isi dari pasal 54 ayat (1) huruf g,"isi dari pasal tersebut adalah: riwayat hidup, keadaan sosial, dan keadaan ekonomi pelalu tindak pidana;"
apa isi dari pasal 54 ayat (1) huruf h,isi dari pasal tersebut adalah: pengaruh pidana terhadap masa depan pelaku tindak pidana;
apa isi dari pasal 54 ayat (1) huruf i,isi dari pasal tersebut adalah: pengaruh tindak pidana terhadap korban atau keluarga korban;
apa isi dari pasal 54 ayat (1) huruf j,isi dari pasal tersebut adalah: pemaafan dari korban dan/atau keluarga korban; dan/ atau
apa isi dari pasal 54 ayat (1) huruf k,isi dari pasal tersebut adalah: nilai hukum dan keadilan yang hidup dalam masyarakat.
apa isi dari pasal 54 ayat (2) huruf 0,"isi dari pasal tersebut adalah: ringannya perbuatan, keadaan pribadi pelaku, atau keadaan pada waktu dilakukan tindak pidana serta yang terjadi kemudian dapat dijadikan dasar pertimbangan untuk tidak menjatuhkan pidana atau tidak mengenakan tindakan dengan mempertimbangkan segi keadilan dan kemanusiaan."
apa isi dari pasal 55 ayat (0) huruf 0,isi dari pasal tersebut adalah: setiap orang yang melakukan tindak pidana tidak dibebaskan dari pertanggungiawaban pidana berdasarkan alasan peniadaan pidana jika orang tersebut telah dengan sengaja menyebabkan terjadinya keadaan yang dapat menjadi alasan peniadaan pidana tersebut.
apa isi dari pasal 56 ayat (0) huruf 0,isi dari pasal tersebut adalah: dalam pemidanaan terhadap korporasi wajib dipertimbangkan:
apa isi dari pasal 56 ayat (0) huruf 0,isi dari pasal tersebut adalah: tingkat kerugian atau dampak yang ditimbulkan;
apa isi dari pasal 56 ayat (0) huruf 0,"isi dari pasal tersebut adalah: tingkat keterlibatan pengunrs yang mempunyai kedudukan fungsional korporasi dan/ atau peran pemberi perintah, pemegang kendali, dan/ atau pemilik manfaat korporasi;"
apa isi dari pasal 56 ayat (0) huruf 0,isi dari pasal tersebut adalah: lamanya tindak pidana yang telah dilakukan;
apa isi dari pasal 56 ayat (0) huruf 0,isi dari pasal tersebut adalah: frekuensi tindak pidana oleh korporasi;
apa isi dari pasal 56 ayat (0) huruf 0,isi dari pasal tersebut adalah: bentuk kesalahan tindak pidana;
apa isi dari pasal 56 ayat (0) huruf 0,isi dari pasal tersebut adalah: keterlibatanpejabat;
apa isi dari pasal 56 ayat (0) huruf 0,isi dari pasal tersebut adalah: nilai hukum dan keadilan yang hidup dalam masyarakat;
apa isi dari pasal 56 ayat (0) huruf 0,isi dari pasal tersebut adalah: rekam jejak korporasi dalam melakukan usaha atau kegiatan;
apa isi dari pasal 56 ayat (0) huruf 0,isi dari pasal tersebut adalah: pengaruh pemidanaan terhadap korporasi; dan/ atau
apa isi dari pasal 56 ayat (0) huruf 0,isi dari pasal tersebut adalah: kerja sama korporasi dalam penanganan tindak pidana.
apa isi dari pasal 57 ayat (0) huruf 0,"isi dari pasal tersebut adalah: dalam hal tindak pidana diancam dengan pidana pokok secara alternatif, penjatuhan pidana pokok yang lebih ringan harus lebih diutamakan, jika hal itu dipertimbangkan telah sesuai dan dapat menunjang tercapainya tujuan pemidanaan."
apa isi dari pasal 58 ayat (0) huruf 0,isi dari pasal tersebut adalah: faktor yang memperberat pidana meliputi:
apa isi dari pasal 58 ayat (0) huruf a,"isi dari pasal tersebut adalah: pejabat yang melakukan tindak pidana sehingga melanggar kewajiban jabatan yang khusus atau melakukan tindak pidana dengan menyalahgunakan kewenangan, kesempatan, atau sarana yang diberikan kepadanya karena jabatan;"
apa isi dari pasal 58 ayat (0) huruf b,"isi dari pasal tersebut adalah: penggunaan bendera kebangsaan, lagu kebangsaan, atau lambang negara indonesia pada waktu melakukan tindak pidana; atau"
apa isi dari pasal 58 ayat (0) huruf c,isi dari pasal tersebut adalah: pengulangan tindak pidana.
apa isi dari pasal 59 ayat (0) huruf 0,isi dari pasal tersebut adalah: pemberatan sebagaimana dimaksud dalam pasal 58 dapat ditambah paling banyak 1/3 (satu per tiga) dari maksimum ancaman pidana.
apa isi dari pasal 60 ayat (1) huruf 0,isi dari pasal tersebut adalah: pidana penjara dan pidana tutupan bagi terpidana yang sudah berada di dalam tahanan mulai berlaku pada saat putusan pengadilan telah memperoleh kekuatan hukum tetap.
apa isi dari pasal 60 ayat (2) huruf 0,"isi dari pasal tersebut adalah: dalam hal terpidana tidak berada di dalam tahanan, pidana sebagaimana dimaksud pada ayat (1) berlaku pada saat putusan pengadilan mulai dilaksanakan."
apa isi dari pasal 61 ayat (1) huruf 0,isi dari pasal tersebut adalah: pidana penjara untuk waktu tertentu atau pidana denda yang dijatuhkan dikurangi seluruh atau sebagian masa penangkapan dan/atau penahanan yang telah dijalani terdakwa sebelum putusan pengadilan memperoleh kekuatan hukum tetap.
apa isi dari pasal 61 ayat (2) huruf 0,isi dari pasal tersebut adalah: pengurangan pidana denda sebagaimana dimaksud pada ayat (1) disepadankan dengan penghitungan pidana penjara pengganti denda.
apa isi dari pasal 62 ayat (1) huruf 0,"isi dari pasal tersebut adalah: permohonan grasi tidak menunda pelaksanaan putusan pemidanaan bagi terpidana, kecuali dalam hal putusan pidana mati."
apa isi dari pasal 62 ayat (2) huruf 0,isi dari pasal tersebut adalah: ketentuan mengenai syarat dan tata cara permohonan grasi sebagaimana dimaksud pada ayat (1) diatur dalam undang-undang.
apa isi dari pasal 63 ayat (0) huruf 0,"isi dari pasal tersebut adalah: jika narapidana melarikan diri, masa selama narapidana melarikan diri tidak diperhitungkan sebagai waktu menjalani pidana penjara."
apa isi dari pasal 64 ayat (0) huruf 0,isi dari pasal tersebut adalah: pidana terdiri atas:
apa isi dari pasal 64 ayat (0) huruf a,isi dari pasal tersebut adalah: pidana pokok;
apa isi dari pasal 64 ayat (0) huruf b,isi dari pasal tersebut adalah: pidana tambahan; dan
apa isi dari pasal 64 ayat (0) huruf c,isi dari pasal tersebut adalah: pidana yang bersifat khusus untuk tindak pidana tertentu yang ditentukan dalam undang-undang.
apa isi dari pasal 65 ayat (1) huruf 0,isi dari pasal tersebut adalah: pidana pokok sebagaimana dimaksud dalam pasal 64 huruf a terdiri atas:
apa isi dari pasal 65 ayat (1) huruf a,isi dari pasal tersebut adalah: pidana penjara;
apa isi dari pasal 65 ayat (1) huruf b,isi dari pasal tersebut adalah: pidana tutupan;
apa isi dari pasal 65 ayat (1) huruf c,isi dari pasal tersebut adalah: pidana pengawasan;
apa isi dari pasal 65 ayat (1) huruf d,isi dari pasal tersebut adalah: pidana denda; dan
apa isi dari pasal 65 ayat (1) huruf e,isi dari pasal tersebut adalah: pidana kerja sosial.
apa isi dari pasal 65 ayat (2) huruf 0,isi dari pasal tersebut adalah: urutan pidana sebagaimana dimaksud pada ayat (1) menentukan berat atau ringannya pidana
apa isi dari pasal 66 ayat (1) huruf 0,isi dari pasal tersebut adalah: pidana tambahan sebagaimana dimaksud dalam pasal 64 huruf b terdiri atas:
apa isi dari pasal 66 ayat (1) huruf a,isi dari pasal tersebut adalah: pencabutan hak tertentu;
apa isi dari pasal 66 ayat (1) huruf b,isi dari pasal tersebut adalah: perampasan barang tertentu dan/ atau tagihan;
apa isi dari pasal 66 ayat (1) huruf c,isi dari pasal tersebut adalah: pengumuman putusan hakim;
apa isi dari pasal 66 ayat (1) huruf d,isi dari pasal tersebut adalah: pembayaran ganti nrgi;
apa isi dari pasal 66 ayat (1) huruf e,isi dari pasal tersebut adalah: pencabutan izin tertentu; dan
apa isi dari pasal 66 ayat (1) huruf f,isi dari pasal tersebut adalah: pemenuhan kewajiban adat setempat.
apa isi dari pasal 66 ayat (2) huruf 0,isi dari pasal tersebut adalah: pidana tambahan sebagaimana dimaksud pada ayat (l) dapat dikenakan dalam hal penjatuhan pidana pokok saja tidak cukup untuk mencapai tujuan pemidanaan
apa isi dari pasal 66 ayat (3) huruf 0,isi dari pasal tersebut adalah: pidana tambahan sebagaimana dimaksud pada ayat (1) dapat dijatuhkan 1 (satu) jenis atau lebih.
apa isi dari pasal 66 ayat (4) huruf 0,isi dari pasal tersebut adalah: pidana tambahan untuk percobaan dan pembantuan sama dengan pidana tambahan untuk tindak pidananya.
apa isi dari pasal 66 ayat (5) huruf 0,isi dari pasal tersebut adalah: pidana tambahan bagi anggota tentara nasional indonesia yang melakukan tindak pidana da-lam perkara koneksitas dikenakan sesuai dengan ketentuan peraturan perundang-undangan bagi tentara nasional indonesia.
apa isi dari pasal 67 ayat (0) huruf 0,isi dari pasal tersebut adalah: pidana yang bersifat khusus sebagaimana dimaksud dalam pasal 64 huruf c merupakan pidana mati yang selalu diancamkan secara alternatif
apa isi dari pasal 68 ayat (1) huruf 0,isi dari pasal tersebut adalah: pidana penjara dijatuhkan untuk seumur hidup atau untuk waktu tertentu.
apa isi dari pasal 68 ayat (2) huruf 0,"isi dari pasal tersebut adalah: pidana penjara untuk waktu tertentu dijatuhkan paling lama 15 (lima belas) tahun berturut turut atau paling singkat 1 (satu) hari, kecuali ditentukan minimum khusus."
apa isi dari pasal 68 ayat (3) huruf 0,"isi dari pasal tersebut adalah: dalam hal terdapat pilihan antara pidana mati dan pidana penjara seumur hidup atau terdapat pemberatan pidana atas tindak pidana yang dijatuhi pidana penjara 15 (lima belas) tahun, pidana penjara untuk waktu tertentu dapat dijatuhkan untuk waktu 20 (dua puluh) tahun berturut turut."
apa isi dari pasal 68 ayat (4) huruf 0,isi dari pasal tersebut adalah: pidana penjara untuk waktu tertentu tidak boleh dijatuhkan lebih dari 20 (dua puluh) tahun.
apa isi dari pasal 69 ayat (1) huruf 0,"isi dari pasal tersebut adalah: jika narapidana yang menjalani pidana penjara seumur hidup telah menjalani pidana penjara paling singkat 15 (lima belas) tahun, pidana penjara seumur hidup dapat diubah menjadi pidana penjara 20 (dua puluh) tahun dengan keputusan presiden setelah mendapatkan pertimbangan mahkamah agung."
apa isi dari pasal 69 ayat (2) huruf 0,isi dari pasal tersebut adalah: ketentuan mengenai tata cara perubahan pidana penjara seumur hidup menjadi pidana penjara 20 (dua puluh) tahun sebagaimana dimaksud pada ayat (1) diatur dengan peraturan pemerintah.
apa isi dari pasal 70 ayat (1) huruf 0,"isi dari pasal tersebut adalah: dengan tetap mempertimbangkan ketentuan sebagaimana dimaksud dalam pasal 51 sampai dengan pasal 54, pidana penjara sedapat mungkin tidak dijatuhkan jika ditemukan keadaan:"
apa isi dari pasal 70 ayat (1) huruf a,isi dari pasal tersebut adalah: terdakwa adalah anak;
apa isi dari pasal 70 ayat (1) huruf b,isi dari pasal tersebut adalah: terdakwa berumur di atas 75 (tujuh puluh lima) tahun;
apa isi dari pasal 70 ayat (1) huruf c,isi dari pasal tersebut adalah: terdakwa baru pertama kali melakukan tindak pidana;
apa isi dari pasal 70 ayat (1) huruf d,isi dari pasal tersebut adalah: kerugian dan penderitaan korban tidak terlalu besar;
apa isi dari pasal 70 ayat (1) huruf e,isi dari pasal tersebut adalah: terdakwa telah membayar ganti rugi kepada korban;
apa isi dari pasal 70 ayat (1) huruf f,isi dari pasal tersebut adalah: terdakwa tidak menyadari bahwa tindak pidana yang dilakukan akan menimbulkan kerugian yang besar;
apa isi dari pasal 70 ayat (1) huruf g,isi dari pasal tersebut adalah: tindak pidana terjadi karena hasutan yang sangat kuat dari orang lain;
apa isi dari pasal 70 ayat (1) huruf h,isi dari pasal tersebut adalah: korban tindak pidana mendorong atau menggerakkan terjadinya tindak pidana tersebut;
apa isi dari pasal 70 ayat (1) huruf i,isi dari pasal tersebut adalah: tindak pidana tersebut merupakan akibat dari suatu keadaan yang tidak mungkin terulang lagi;
apa isi dari pasal 70 ayat (1) huruf j,isi dari pasal tersebut adalah: kepribadian dan perilaku terdakwa meyakinkan bahwa ia tidak akan melakukan tindak pidana yang lain;
apa isi dari pasal 70 ayat (1) huruf k,isi dari pasal tersebut adalah: pidana penjara akan menimbulkan penderitaan yang besar bagi terdakwa atau keluarganya;
apa isi dari pasal 70 ayat (1) huruf l,"isi dari pasal tersebut adalah: pembinaan di luar lemb""ga pemasyarakatan diperkirakan akan berhasil untuk diri terdakwa;"
apa isi dari pasal 70 ayat (1) huruf m,isi dari pasal tersebut adalah: penjatuhan pidana yang lebih ringan tidak akan mengurangi sifat berat tindak pidana yang dilakukan terdakwa;
apa isi dari pasal 70 ayat (1) huruf n,isi dari pasal tersebut adalah: tindak pidana terjadi di kalangan keluarga; dan/ atau
apa isi dari pasal 70 ayat (1) huruf o,isi dari pasal tersebut adalah: tindak pidana terjadi karena kealpaan
apa isi dari pasal 70 ayat (2) huruf 0,isi dari pasal tersebut adalah: ketentuan sebagaimana dimaksud pada ayat (1) tidak berlaku bagi:
apa isi dari pasal 70 ayat (2) huruf a,isi dari pasal tersebut adalah: tindak pidana yang diancam dengan pidana penjara 5 (lima) tahun atau lebih;
apa isi dari pasal 70 ayat (2) huruf b,isi dari pasal tersebut adalah: tindak pidana yang diancam dengan pidana minimum khusus;
apa isi dari pasal 70 ayat (2) huruf c,isi dari pasal tersebut adalah: tindak pidana tertentu yang sangat membahayakan atau merugikan masyarakat; atau
apa isi dari pasal 70 ayat (2) huruf d,isi dari pasal tersebut adalah: tindak pidana yang merugikan keuangan atau perekonomian negara.
apa isi dari pasal 71 ayat (1) huruf 0,"isi dari pasal tersebut adalah: jika seseorang melakukan tindak pidana yang hanya diancam dengan pidana penjara di bawah 5 (lima) tahun, sedangkan hakim berpendapat tidak perlu menjatuhkan pidana penjara setelah mempertimbangkan tujuan pemidanaan dan pedoman pemidanaan sebagai62na dimaksud dalam pasal 51 sampai dengan pasal 54, orang tersebut dapat dijatuhi pidana denda."
